mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8va	decrescendo_hairpin	crescendo_hairpin
67	67	535/2	535/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	801												
68	68	268	268	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	802		articTenutoAbove										
68	68	269	269	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	803		articStaccatoAbove										
68	68	539/2	539/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	804		articStaccatoAbove										
68	68	270	270	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	805		articStaccatoAbove										
68	68	541/2	541/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	806		articStaccatoAbove										
68	68	271	271	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	807		articTenutoAbove										
68	68	268	268	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	808												
68	68	537/2	537/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	809												
68	68	269	269	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	810												
68	68	539/2	539/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	811												
68	68	270	270	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	812												
68	68	541/2	541/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	813												
68	68	271	271	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	814												
68	68	543/2	543/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	815												
69	69	272	272	0.0	0	0	StaffText	4/4	1	1	0						cresc.									
69	69	272	272	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	816		articTenutoAbove										
69	69	273	273	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	817		articStaccatoBelow										
69	69	547/2	547/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	818		articStaccatoBelow										
69	69	274	274	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	819		articStaccatoBelow										
69	69	275	275	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	820		articTenutoBelow										
69	69	272	272	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	821												
69	69	545/2	545/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	822												
69	69	273	273	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	823												
69	69	547/2	547/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	824												
69	69	274	274	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	825												
69	69	549/2	549/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	826												
69	69	275	275	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	827												
69	69	551/2	551/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	828												
70	70	276	276	0.0	0	0	Dynamic	4/4	1	1	0				sf											
70	70	276	276	4.0	0	0	Chord	4/4	1	1	1	1	1	829												
70	70	276	276	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	830												
70	70	553/2	553/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	831												
70	70	277	277	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	832												
70	70	555/2	555/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	833												
70	70	278	278	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	834												
70	70	557/2	557/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	835												
70	70	279	279	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	836												
70	70	559/2	559/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	837												
71	71	280	280	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	838												
71	71	281	281	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	839												
71	71	563/2	563/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	840												
71	71	282	282	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	841												
71	71	283	283	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	842												
71	71	280	280	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	843												
71	71	561/2	561/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	844												
71	71	281	281	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	845												
71	71	563/2	563/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	846												
71	71	282	282	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	847												
71	71	565/2	565/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	848												
71	71	283	283	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	849												
71	71	567/2	567/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	850												
72	72	284	284	0.0	0	0	StaffText	4/4	1	1	0						cresc.									
72	72	284	284	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	851												
72	72	285	285	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	852												
72	72	571/2	571/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	853												
72	72	286	286	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	854												
72	72	287	287	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	855												
72	72	284	284	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	856												
72	72	569/2	569/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	857												
72	72	285	285	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	858												
72	72	571/2	571/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	859												
72	72	286	286	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	860												
72	72	573/2	573/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	861												
72	72	287	287	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	862												
72	72	575/2	575/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	863												
73	73	288	288	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	864												
73	73	289	289	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	865												
73	73	291	291	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	866												
73	73	288	288	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	867												
73	73	577/2	577/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	868												
73	73	289	289	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	869												
73	73	579/2	579/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	870												
73	73	290	290	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	871												
73	73	581/2	581/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	872												
73	73	291	291	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	873												
73	73	583/2	583/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	874												
74	74	292	292	0.0	0	0	Dynamic	4/4	1	1	0				f											
74	74	292	292	0.0	0	0	Spanner	4/4	1	1	0															14
74	74	292	292	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	875		articAccentBelow										14
74	74	585/2	585/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	876												14
74	74	295	295	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	877												14
74	74	591/2	591/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	878												14
74	74	293	293	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	879												
74	74	587/2	587/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	880												
74	74	294	294	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	881									73			
74	74	589/2	589/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	882									73			
75	75	297	297	0.0	1/4	1/4	Spanner	4/4	1	1	0															
75	75	297	297	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	883												
75	75	595/2	595/2	0.0	3/8	3/8	Spanner	4/4	1	1	0														7	
75	75	595/2	595/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	884											7	
75	75	298	298	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	885									74		7	
75	75	597/2	597/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	886									74		7	
75	75	299	299	0.0	3/4	3/4	Spanner	4/4	1	1	0												74			
75	75	299	299	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	887									74			
75	75	599/2	599/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	888												
75	75	296	296	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	889									75			
75	75	593/2	593/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	890									75			
76	76	300	300	0.0	0	0	Dynamic	4/4	1	1	0				pp											
76	76	300	300	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	891									76			
76	76	301	301	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	892									76			
76	76	302	302	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	893									76			
76	76	303	303	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	894									76			
76	76	300	300	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	895												
76	76	302	302	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	896												
76	76	300	300	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	897									77			
76	76	601/2	601/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	898									77			
76	76	301	301	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	899									77			
76	76	603/2	603/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	900												
76	76	302	302	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	901									78			
76	76	605/2	605/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	902									78			
76	76	303	303	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	903									78			
76	76	607/2	607/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	904												
77	77	304	304	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	905												
77	77	306	306	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	906									79			
77	77	307	307	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	907									79			
77	77	304	304	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	908												
77	77	306	306	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	909												
77	77	304	304	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	910									80			
77	77	609/2	609/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	911									80			
77	77	305	305	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	912									80			
77	77	611/2	611/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	913												
77	77	306	306	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	914									81			
77	77	613/2	613/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	915									81			
77	77	307	307	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	916									81			
77	77	615/2	615/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	917												
78	78	308	308	0.6666666666666666	0	0	Chord	4/4	1	1	1/6	1/4	2/3	918									79			
78	78	926/3	926/3	0.6666666666666666	1/6	1/6	Chord	4/4	1	1	1/6	1/4	2/3	919									79			
78	78	928/3	928/3	0.6666666666666666	1/3	1/3	Chord	4/4	1	1	1/6	1/4	2/3	920									79			
78	78	310	310	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	921									79			
78	78	311	311	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	922									79			
78	78	308	308	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	923												
78	78	310	310	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	924												
78	78	308	308	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	925									82			
78	78	617/2	617/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	926									82			
78	78	309	309	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	927									82			
78	78	619/2	619/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	928												
78	78	310	310	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	929									83			
78	78	621/2	621/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	930									83			
78	78	311	311	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	931									83			
78	78	623/2	623/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	932												
79	79	312	312	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	933												
79	79	314	314	0.0	1/2	1/2	Spanner	4/4	1	1	0															15
79	79	314	314	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	934									84			15
79	79	315	315	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	935												15
79	79	312	312	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	936												15
79	79	312	312	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	937									85			
79	79	625/2	625/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	938									85			
79	79	313	313	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	939									85			
79	79	627/2	627/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	940												
79	79	314	314	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	941									86			
79	79	629/2	629/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	942									86			
79	79	315	315	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	943									86			
79	79	631/2	631/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	944												
80	80	316	316	0.0	0	0	StaffText	4/4	1	1	0						cédez									
80	80	316	316	0.0	0	0	Spanner	4/4	1	1	0															
80	80	316	316	0.0	0	0	Spanner	4/4	1	1	0														8	
80	80	316	316	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	945									87		8	
80	80	318	318	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	946									87		8	
80	80	319	319	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	947											8	
80	80	316	316	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	948									88			
80	80	633/2	633/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	949									88			
80	80	317	317	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	950									88			
80	80	635/2	635/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	951												
80	80	318	318	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	952									89			
80	80	637/2	637/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	953									89			
80	80	319	319	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	954									89			
80	80	639/2	639/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	955												
80	80	316	316	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	956									90			
80	80	318	318	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	957									90			
81	81	320	320	0.0	0	0	Spanner	4/4	1	1	0															
81	81	320	320	0.0	0	0	Spanner	4/4	1	1	0														9	
81	81	320	320	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	958									91		9	
81	81	322	322	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	959									91		9	
81	81	323	323	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	960											9	
81	81	320	320	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	961									92			
81	81	641/2	641/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	962									92			
81	81	321	321	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	963									92			
81	81	643/2	643/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	964												
81	81	322	322	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	965									93			
81	81	645/2	645/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	966									93			
81	81	323	323	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	967									93			
81	81	647/2	647/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	968												
81	81	320	320	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	969									90			
81	81	322	322	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	970												
82	82	324	324	0.0	0	0	Spanner	4/4	1	1	0															
82	82	324	324	0.0	0	0	Spanner	4/4	1	1	0														10	
82	82	324	324	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	971									94		10	
82	82	326	326	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	972									94		10	
82	82	327	327	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	973									94		10	
82	82	324	324	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	974									95			
82	82	649/2	649/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	975									95			
82	82	325	325	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	976									95			
82	82	651/2	651/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	977												
82	82	326	326	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	978									96			
82	82	653/2	653/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	979									96			
82	82	327	327	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	980									96			
82	82	655/2	655/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	981												
82	82	324	324	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	982									97			
82	82	326	326	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	983									97			
83	83	328	328	0.0	0	0	StaffText	4/4	1	1	0						a tempo						94			
83	83	328	328	0.0	0	0	Spanner	4/4	1	1	0												94			
83	83	328	328	4.0	0	0	Chord	4/4	1	1	1	1	1	984									94			
83	83	328	328	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	985									98			
83	83	657/2	657/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	986									98			
83	83	329	329	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	987									98			
83	83	659/2	659/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	988												
83	83	330	330	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	989												
83	83	661/2	661/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	990												
83	83	331	331	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	991												
83	83	663/2	663/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	992												
83	83	328	328	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	993									97			
83	83	330	330	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	994									97			
83	83	331	331	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	995												
84	84	332	332	0.0	0	0	Dynamic	4/4	1	1	0				pp											
84	84	332	332	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	996												
84	84	333	333	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	997									99			
84	84	334	334	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	998									99			
84	84	335	335	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	999									99			
84	84	334	334	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	1000												
84	84	332	332	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1001									100			
84	84	665/2	665/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1002									100			
84	84	333	333	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1003									100			
84	84	667/2	667/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1004												
84	84	334	334	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1005									101			
84	84	669/2	669/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1006									101			
84	84	335	335	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1007									101			
84	84	671/2	671/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1008												
85	85	336	336	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	1009									99			
85	85	338	338	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1010									99			
85	85	339	339	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1011									99			
85	85	336	336	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	1012												
85	85	338	338	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	1013												
85	85	336	336	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1014									102			
85	85	673/2	673/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1015									102			
85	85	337	337	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1016									102			
85	85	675/2	675/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1017												
85	85	338	338	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1018									103			
85	85	677/2	677/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1019									103			
85	85	339	339	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1020									103			
85	85	679/2	679/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1021												
86	86	340	340	0.6666666666666666	0	0	Chord	4/4	1	1	1/6	1/4	2/3	1022									99			
86	86	1022/3	1022/3	0.6666666666666666	1/6	1/6	Chord	4/4	1	1	1/6	1/4	2/3	1023									99			
86	86	1024/3	1024/3	0.6666666666666666	1/3	1/3	Chord	4/4	1	1	1/6	1/4	2/3	1024									99			
86	86	342	342	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1025									99			
86	86	343	343	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1026									99			
86	86	340	340	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	1027												
86	86	342	342	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	1028												
86	86	340	340	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1029									104			
86	86	681/2	681/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1030									104			
86	86	341	341	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1031									104			
86	86	683/2	683/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1032												
86	86	342	342	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1033									105			
86	86	685/2	685/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1034									105			
86	86	343	343	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1035									105			
86	86	687/2	687/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1036												
87	87	344	344	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	1037									99			
87	87	346	346	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1038									99			
87	87	347	347	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1039												
87	87	344	344	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	1040												
87	87	346	346	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	1041												
87	87	344	344	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1042												
87	87	689/2	689/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1043												
87	87	345	345	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1044												
87	87	691/2	691/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1045												
87	87	346	346	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1046												
87	87	693/2	693/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1047												
87	87	347	347	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1048												
87	87	695/2	695/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1049												
88	88	348	348	0.0	0	0	StaffText	4/4	1	1	0						a tempo									
88	88	348	348	0.0	0	0	Dynamic	4/4	1	1	0				ppp											
88	88	348	348	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1050		articTenutoBelow										
88	88	349	349	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1051		articStaccatoBelow										
88	88	699/2	699/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1052		articStaccatoBelow										
88	88	350	350	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1053		articStaccatoBelow										
88	88	351	351	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1054		articStaccatoBelow										
88	88	348	348	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1055		articStaccatoAbove										
88	88	697/2	697/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1056		articStaccatoAbove										
88	88	349	349	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1057		articStaccatoAbove										
88	88	699/2	699/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1058		articStaccatoAbove										
88	88	350	350	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1059		articStaccatoAbove										
88	88	701/2	701/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1060		articStaccatoAbove										
88	88	351	351	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1061		articStaccatoAbove										
88	88	703/2	703/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1062		articStaccatoAbove										
89	89	352	352	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1063		articTenutoBelow										
89	89	353	353	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1064		articStaccatoBelow										
89	89	707/2	707/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1065		articStaccatoBelow										
89	89	354	354	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1066		articStaccatoBelow										
89	89	709/2	709/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1067		articStaccatoBelow										
89	89	355	355	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1068		articStaccatoBelow										
89	89	352	352	0.0	0	0	StaffText	4/4	2	1	0						sim.									
89	89	352	352	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1069												
89	89	705/2	705/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1070												
